mouse,lesion,DAPI_count,total_host_count,B220_count,CD4_count,CD8_count,area,nonrep_tb,rep_tb,total_tb,B220_percent,CD4_percent,CD8_percent,Other_percent,B220_prop,CD4_prop,CD8_prop,DAPI_prop,DAPI_count_500,total_host_count_500,B220_count_500,CD4_count_500,CD8_count_500,RS_index,log_rep_tb,log_nonrep_tb,log_total_tb,log_RS_index,log_RS_prop,RS_prop,Vaccination,Timepoint
SAL21,L07,584,815,133,67,34,54824.41312,47,2,49,16.3190184,8.220858896,4.171779141,71.65644172,0.163190184,0.082208589,0.041717791,0.716564417,1.168,1.63,0.266,0.134,0.068,2.55841274,1.098612289,3.871201011,3.912023005,13.62205161,0.280829711,0.040816327,SAL,D114
SAL21,L08,4363,5741,291,648,441,318108.533,741,64,805,5.068803344,11.28723219,7.681588573,75.99721303,0.050688033,0.112872322,0.076815886,0.75997213,8.726,11.482,0.582,1.296,0.882,12.1107238,4.17438727,6.609349243,6.692083743,7.362204158,0.623779891,0.079503106,SAL,D114
SAL21,L09,621,750,24,72,34,41944.14931,6,2,8,3.2,9.6,4.533333333,82.8,0.032,0.096,0.045333333,0.828,1.242,1.5,0.048,0.144,0.068,3.555555556,1.098612289,1.945910149,2.197224577,16.53997521,0.5,0.25,SAL,D114
SAL21,L10,1438,1820,62,220,103,115380.9767,59,8,67,3.406593407,12.08791209,5.659340659,79.01098901,0.034065934,0.120879121,0.056593407,0.79010989,2.876,3.64,0.124,0.44,0.206,4.991618551,2.197224577,4.094344562,4.219507705,12.44172094,0.520730078,0.119402985,SAL,D114
SAL21,L11,1961,2249,67,145,76,125769.1461,26,0,26,2.979101823,6.447309916,3.37927968,87.19430858,0.029791018,0.064473099,0.033792797,0.871943086,3.922,4.498,0.134,0.29,0.152,0,0,3.295836866,3.295836866,0,0,0,SAL,D114
SAL23,L01,2704,3294,144,261,187,244280.2335,90,4,94,4.371584699,7.923497268,5.676988464,82.08864602,0.043715847,0.079234973,0.056769885,0.82088646,5.408,6.588,0.288,0.522,0.374,1.268299265,1.609437912,4.510859507,4.553876892,4.932562735,0.35342148,0.042553191,SAL,D114
SAL23,L02,2700,3395,93,338,265,230527.0703,237,28,265,2.739322533,9.955817378,7.805596465,79.5287187,0.027393225,0.099558174,0.078055965,0.795287187,5.4,6.79,0.186,0.676,0.53,9.221801731,3.36729583,5.472270674,5.583496309,10.11999171,0.603080157,0.105660377,SAL,D114
SAL23,L03,9614,14787,4006,638,581,794111.9088,1453,281,1734,27.09136404,4.314600663,3.929126936,65.01656861,0.27091364,0.043146007,0.039291269,0.650165686,19.228,29.574,8.012,1.276,1.162,22.67825978,5.641907071,7.282073658,7.458762692,3.908027202,0.756413269,0.162053057,SAL,D114
SAL23,L04,1280,1467,23,107,62,98630.96994,50,7,57,1.567825494,7.293796864,4.226312202,87.25289707,0.015678255,0.072937969,0.042263122,0.872528971,2.56,2.934,0.046,0.214,0.124,5.439672802,2.079441542,3.931825633,4.060443011,14.63847285,0.512121839,0.122807018,SAL,D114
SAL23,L05,1303,1488,38,76,79,116530.4054,72,4,76,2.553763441,5.107526882,5.309139785,87.5672043,0.025537634,0.051075269,0.053091398,0.875672043,2.606,2.976,0.076,0.152,0.158,2.837514934,1.609437912,4.290459441,4.343805422,10.95059856,0.370513353,0.052631579,SAL,D114
SAL23,L06,1297,1881,277,184,129,99770.40352,38,0,38,14.72620946,9.782030835,6.858054226,68.95268474,0.147262095,0.097820308,0.068580542,0.689526847,2.594,3.762,0.554,0.368,0.258,0,0,3.663561646,3.663561646,0,0,0,SAL,D114
SAL23,L07,1356,1761,101,127,177,109052.456,105,8,113,5.735377626,7.211811471,10.05110733,77.00170358,0.057353776,0.072118115,0.100511073,0.770017036,2.712,3.522,0.202,0.254,0.354,4.888997053,2.197224577,4.663439094,4.736198448,12.67181064,0.463921561,0.07079646,SAL,D114
SAL22,L01,45247,65598,7983,6331,6187,3284039.151,37,4,41,12.16957834,9.651208878,9.431689991,68.9761883,0.121695783,0.096512089,0.0943169,0.689761883,90.494,131.196,15.966,12.662,12.374,0.067569628,1.609437912,3.63758616,3.737669618,0.252099074,0.430599298,0.097560976,SAL,D114
SAL24,L01,5788,6935,608,326,224,454484.0732,973,300,1273,8.767123288,4.700793079,3.22999279,83.46070656,0.087671233,0.047007931,0.032299928,0.834607066,11.576,13.87,1.216,0.652,0.448,56.59660139,5.707110265,6.881411304,7.149916836,8.550534663,0.798206524,0.235663786,SAL,D114
SAL24,L02,1159,1275,34,48,34,85622.43656,52,0,52,2.666666667,3.764705882,2.666666667,90.90196078,0.026666667,0.037647059,0.026666667,0.909019608,2.318,2.55,0.068,0.096,0.068,0,0,3.970291914,3.970291914,0,0,0,SAL,D114
SAL24,L03,13400,18454,2103,1381,1619,1153558.226,1924,460,2384,11.39590333,7.483472418,8.773165709,72.61298363,0.113959033,0.074834724,0.087731657,0.726129836,26.8,36.908,4.206,2.762,3.238,30.88648586,6.133398043,7.562681247,7.776954403,3.417782255,0.788663238,0.19295302,SAL,D114
SAL24,L04,6834,8353,274,680,570,536203.45,874,201,1075,3.28025859,8.140787741,6.823895606,81.8149168,0.032802586,0.081407877,0.068238956,0.818149168,13.668,16.706,0.548,1.36,1.14,29.59719867,5.308267697,6.774223886,6.981005741,6.548906413,0.760387241,0.186976744,SAL,D114
SAL24,L05,2580,3403,438,216,172,190053.8564,475,84,559,12.87099618,6.347340582,5.054363797,75.81545695,0.128709962,0.063473406,0.050543638,0.758154569,5.16,6.806,0.876,0.432,0.344,29.04929087,4.442651256,6.165417854,6.327936784,13.39923148,0.702069475,0.150268336,SAL,D114
SAL24,L06,19788,28567,3209,3032,2615,1686043.524,7154,1135,8289,11.23324115,10.61364511,9.153918857,69.26873665,0.112332412,0.106136451,0.091539189,0.692687367,39.576,57.134,6.418,6.064,5.23,46.03460601,7.035268599,8.875566692,9.022805248,2.503580383,0.779720764,0.136928459,SAL,D114
SAL24,L07,11098,12370,195,554,533,745604.3555,1256,142,1398,1.576394503,4.478577203,4.308811641,89.7170574,0.015763945,0.044785772,0.043088116,0.897170574,22.196,24.74,0.39,1.108,1.066,12.77721424,4.96284463,7.136483209,7.243512975,4.072170689,0.685143334,0.101573677,SAL,D114
SAL24,L08,10910,13558,916,1115,632,799379.2903,1888,192,2080,6.756158725,8.223926833,4.661454492,80.46909574,0.067561587,0.082239268,0.046614545,0.804690957,21.82,27.116,1.832,2.23,1.264,15.60152115,5.262690189,7.543802868,7.640603826,3.931420747,0.688779357,0.092307692,SAL,D114
SAL24,L09,3752,4017,35,115,115,232227.8914,437,43,480,0.871296988,2.86283296,2.86283296,93.40303709,0.00871297,0.02862833,0.02862833,0.934030371,7.504,8.034,0.07,0.23,0.23,11.75780963,3.784189634,6.08221891,6.17586727,9.565484373,0.612738174,0.089583333,SAL,D114
SAL24,L10,4683,5598,285,488,145,341823.4108,524,20,544,5.091103966,8.717399071,2.59021079,83.65487674,0.05091104,0.087173991,0.025902108,0.836548767,9.366,11.196,0.57,0.976,0.29,3.709067306,3.044522438,6.263398263,6.300785795,5.47105364,0.483197261,0.036764706,SAL,D114
SAL24,L11,28162,33825,1847,2089,1764,2118670.129,4575,585,5160,5.460458241,6.175905395,5.215077605,83.25794531,0.054604582,0.061759054,0.052150776,0.832579453,56.324,67.65,3.694,4.178,3.528,19.50637927,6.37331979,8.428580533,8.548885638,1.91109806,0.745514686,0.113372093,SAL,D114
SAL24,L12,10051,11086,415,330,294,679597.1681,1361,77,1438,3.74346022,2.976727404,2.651993505,90.66390041,0.037434602,0.029767274,0.026519935,0.906639004,20.102,22.172,0.83,0.66,0.588,7.338657372,4.356708827,7.216709487,7.271703707,3.959867125,0.599131786,0.053546592,SAL,D114
SAL24,L13,1393,1492,12,41,46,100348.4495,149,20,169,0.804289544,2.747989276,3.08310992,93.36461126,0.008042895,0.027479893,0.030831099,0.933646113,2.786,2.984,0.024,0.082,0.092,15.20413121,3.044522438,5.010635294,5.135798437,20.91536912,0.592804113,0.118343195,SAL,D114
SAL24,L14,8946,11711,1142,968,687,724813.0243,1099,161,1260,9.751515669,8.265733071,5.866279566,76.38971907,0.097515157,0.082657331,0.058662796,0.763897191,17.892,23.422,2.284,1.936,1.374,15.76176136,5.087596335,7.003065459,7.139660336,4.429023964,0.712582405,0.127777778,SAL,D114
BCG14,L01,3629,4818,235,548,458,397481.2197,24,2,26,4.877542549,11.37401411,9.506019095,75.32171025,0.048775425,0.113740141,0.095060191,0.753217103,7.258,9.636,0.47,1.096,0.916,0.449702504,1.098612289,3.218875825,3.295836866,2.334743318,0.333333333,0.076923077,BCG,D56
BCG14,L02,2140,2556,63,173,199,263914.7234,17,2,19,2.464788732,6.768388106,7.785602504,83.72456964,0.024647887,0.067683881,0.077856025,0.837245696,4.28,5.112,0.126,0.346,0.398,0.874528215,1.098612289,2.890371758,2.995732274,4.454848059,0.366725791,0.105263158,BCG,D56
BCG13,L01,942,1046,78,10,17,76780.65797,24,1,25,7.456978967,0.956022945,1.625239006,90.05736138,0.07456979,0.009560229,0.01625239,0.900573614,1.884,2.092,0.156,0.02,0.034,0.995857234,0.693147181,3.218875825,3.258096538,6.707389115,0.212746054,0.04,BCG,D56
BCG13,L02,8050,9285,722,206,319,650261.8091,975,100,1075,7.775982768,2.218632202,3.435648896,86.69897684,0.077759828,0.022186322,0.034356489,0.866989768,16.1,18.57,1.444,0.412,0.638,11.8746807,4.615120517,6.883462586,6.981005741,5.040947533,0.661096794,0.093023256,BCG,D56
BCG13,L03,1636,1812,34,42,105,117579.7527,37,1,38,1.876379691,2.317880795,5.794701987,90.28697572,0.018763797,0.023178808,0.05794702,0.902869757,3.272,3.624,0.068,0.084,0.21,0.566791958,0.693147181,3.63758616,3.663561646,3.852631601,0.18920036,0.026315789,BCG,D56
BCG13,L04,1476,1790,74,94,155,143644.7305,56,3,59,4.134078212,5.251396648,8.659217877,82.45810056,0.041340782,0.052513966,0.086592179,0.824581006,2.952,3.58,0.148,0.188,0.31,1.765762171,1.386294361,4.043051268,4.094344562,7.842916034,0.338587615,0.050847458,BCG,D56
BCG13,L05,1764,2314,245,71,248,140216.4871,97,2,99,10.58772688,3.068280035,10.71737252,76.23163354,0.105877269,0.0306828,0.107173725,0.762316335,3.528,4.628,0.49,0.142,0.496,0.882124941,1.098612289,4.584967479,4.605170186,4.768595919,0.238560627,0.02020202,BCG,D56
BCG13,L06,2580,2875,110,64,125,193349.2621,146,11,157,3.826086957,2.226086957,4.347826087,89.73913043,0.03826087,0.02226087,0.043478261,0.897391304,5.16,5.75,0.22,0.128,0.25,4.114353782,2.48490665,4.990432587,5.062595033,8.768134935,0.490836544,0.070063694,BCG,D56
BCG13,L07,965,1177,62,65,87,87256.95663,71,15,86,5.267629567,5.522514868,7.391673747,81.98810535,0.052676296,0.055225149,0.073916737,0.819881054,1.93,2.354,0.124,0.13,0.174,15.43671545,2.772588722,4.276666119,4.465908119,24.598772,0.620834251,0.174418605,BCG,D56
BCG13,L08,897,1120,116,41,71,70290.65008,72,7,79,10.35714286,3.660714286,6.339285714,80.08928571,0.103571429,0.036607143,0.063392857,0.800892857,1.794,2.24,0.232,0.082,0.142,6.857638889,2.079441542,4.290459441,4.382026635,18.96268825,0.474538773,0.088607595,BCG,D56
BCG13,L09,7278,9004,889,373,503,551129.2707,1224,286,1510,9.873389605,4.142603287,5.586406042,80.83074189,0.098733896,0.041426033,0.05586406,0.808307419,14.556,18.008,1.778,0.746,1.006,39.18556168,5.659482216,7.110696123,7.320526962,6.471000574,0.773097653,0.189403974,BCG,D56
BCG13,L10,10107,16378,4904,595,863,958931.9813,2009,426,2435,29.94260593,3.632922213,5.269263646,61.7108316,0.299426059,0.036329222,0.052692636,0.617108316,20.214,32.756,9.808,1.19,1.726,31.52591942,6.056784013,7.605890001,7.798112629,3.791584012,0.776698709,0.174948665,BCG,D56
BCG13,L11,2176,2336,40,53,68,175586.6969,33,0,33,1.712328767,2.268835616,2.910958904,93.15068493,0.017123288,0.022688356,0.029109589,0.931506849,4.352,4.672,0.08,0.106,0.136,0,0,3.526360525,3.526360525,0,0,0,BCG,D56
BCG13,L12,2233,2826,244,156,204,208246.6288,101,8,109,8.634111819,5.520169851,7.218683652,79.01627742,0.086341118,0.055201699,0.072186837,0.790162774,4.466,5.652,0.488,0.312,0.408,3.055082578,2.197224577,4.624972813,4.700480366,7.901969508,0.467446815,0.073394495,BCG,D56
BCG13,L13,1261,1451,62,57,81,116703.535,14,1,15,4.272915231,3.928325293,5.582356995,86.90558236,0.042729152,0.039283253,0.05582357,0.869055824,2.522,2.902,0.124,0.114,0.162,0.73840701,0.693147181,2.708050201,2.772588722,4.890877553,0.25,0.066666667,BCG,D56
BCG16,L01,403,449,13,18,18,112630.622,25,0,25,2.89532294,4.008908686,4.008908686,89.75501114,0.028953229,0.040089087,0.040089087,0.897550111,0.806,0.898,0.026,0.036,0.036,0,0,3.258096538,3.258096538,0,0,0,BCG,D56
BCG16,L02,1014,1219,67,86,58,111088.079,16,0,16,5.49630845,7.054963084,4.757998359,83.18293683,0.054963084,0.070549631,0.047579984,0.831829368,2.028,2.438,0.134,0.172,0.116,0,0,2.833213344,2.833213344,0,0,0,BCG,D56
BCG16,L03,690,830,64,36,49,70293.98171,20,2,22,7.710843373,4.337349398,5.903614458,83.13253012,0.077108434,0.043373494,0.059036145,0.831325301,1.38,1.66,0.128,0.072,0.098,2.65060241,1.098612289,3.044522438,3.135494216,13.63179935,0.350379306,0.090909091,BCG,D56
BCG16,L04,1117,1245,60,33,35,115279.2648,13,1,14,4.819277108,2.65060241,2.81124498,89.7188755,0.048192771,0.026506024,0.02811245,0.897188755,2.234,2.49,0.12,0.066,0.07,0.864998455,0.693147181,2.63905733,2.708050201,5.712996997,0.255958025,0.071428571,BCG,D56
BCG09,L01,11346,14872,1952,677,935,1165429.332,37,19,56,13.1253362,4.552178591,6.286982249,76.29101668,0.131253362,0.045521786,0.062869822,0.762910167,22.692,29.744,3.904,1.354,1.87,1.933617318,2.995732274,3.63758616,4.043051268,2.238873629,0.74095827,0.339285714,BCG,D56
BCG10,L01,3141,4389,377,344,562,286409.516,17,7,24,8.589655958,7.837776259,12.80473912,71.56527683,0.08589656,0.078377763,0.128047391,0.715652768,6.282,8.778,0.754,0.688,1.124,2.251618351,2.079441542,2.890371758,3.218875825,5.276326392,0.646014837,0.291666667,BCG,D56
BCG11,L01,6846,14039,5467,981,870,620818.8121,46,38,84,38.94152005,6.987677185,6.19702258,48.76415699,0.389415201,0.069876772,0.061970226,0.48764157,13.692,28.078,10.934,1.962,1.74,4.942752642,3.663561646,3.850147602,4.442651256,3.011148496,0.824634083,0.452380952,BCG,D56
BCG11,L02,1274,1624,79,98,184,110830.1015,2,1,3,4.86453202,6.034482759,11.33004926,78.44827586,0.04864532,0.060344828,0.113300493,0.784482759,2.548,3.248,0.158,0.196,0.368,0.92364532,0.693147181,1.098612289,1.386294361,5.385802707,0.5,0.333333333,BCG,D56
BCG12,L01,9778,16326,4146,1457,1053,900798.3732,73,35,108,25.39507534,8.924415043,6.44983462,59.8921965,0.253950753,0.08924415,0.064498346,0.598921965,19.556,32.652,8.292,2.914,2.106,3.171678422,3.583518938,4.304065093,4.691347882,2.392482225,0.763857004,0.324074074,BCG,D56
SAL14,L01,1052,1856,334,253,233,102424.1658,70,14,84,17.99568966,13.63146552,12.55387931,56.68103448,0.179956897,0.136314655,0.125538793,0.566810345,2.104,3.712,0.668,0.506,0.466,9.051724138,2.708050201,4.262679877,4.442651256,15.20681432,0.609557232,0.166666667,SAL,D56
SAL14,L02,8154,15785,4330,1802,1597,838310.6039,2908,651,3559,27.43110548,11.41590117,10.11719987,51.65663605,0.274311055,0.114159012,0.101171999,0.51656636,16.308,31.57,8.66,3.604,3.194,50.47426321,6.480044562,7.975564658,8.177515824,4.209139885,0.792422137,0.18291655,SAL,D56
SAL14,L03,8707,11097,359,1062,954,696897.4555,2446,550,2996,3.235108588,9.570154096,8.596918086,78.46264756,0.032351086,0.095701541,0.085969181,0.784626476,17.414,22.194,0.718,2.124,1.908,60.70751555,6.311734809,7.802618063,8.005367067,5.835580426,0.788437901,0.183578104,SAL,D56
SAL15,L01,668,953,38,99,150,66383.7197,160,40,200,3.987408185,10.38824764,15.73976915,70.09443861,0.039874082,0.103882476,0.157397692,0.700944386,1.336,1.906,0.076,0.198,0.3,52.46589717,3.713572067,5.081404365,5.303304908,40.66884107,0.70023733,0.2,SAL,D56
SAL15,L02,1073,1544,177,135,169,100135.3017,208,52,260,11.46373057,8.743523316,10.94559585,69.49481865,0.114637306,0.087435233,0.109455959,0.694948187,2.146,3.088,0.354,0.27,0.338,42.0984456,3.970291914,5.342334252,5.564520407,26.78377733,0.713501187,0.2,SAL,D56
SAL15,L03,6890,11967,3002,1044,1190,633254.0424,1485,266,1751,25.08565221,8.723990975,9.944012702,57.57499791,0.250856522,0.08723991,0.099440127,0.575749979,13.78,23.934,6.004,2.088,2.38,26.20933718,5.587248658,7.303843225,7.468513271,4.774143,0.748107214,0.151913192,SAL,D56
SAL15,L04,6408,9456,1064,943,1078,564551.4736,1578,297,1875,11.25211506,9.97250423,11.4001692,67.76649746,0.112521151,0.099725042,0.114001692,0.677664975,12.816,18.912,2.128,1.886,2.156,37.32013955,5.697093487,7.364547014,7.53689713,6.165842561,0.755893757,0.1584,SAL,D56
SAL15,L05,3785,4828,363,306,400,320397.6498,370,32,402,7.518641259,6.338028169,8.285004143,78.3968517,0.075186413,0.063380282,0.082850041,0.783968517,7.57,9.656,0.726,0.612,0.8,7.201236033,3.496507561,5.916202063,5.998936562,7.343421914,0.582854565,0.07960199,SAL,D56
SAL16,L01,467,732,58,117,104,48647.52237,51,8,59,7.923497268,15.98360656,14.20765027,63.79781421,0.079234973,0.159836066,0.142076503,0.637978142,0.934,1.464,0.116,0.234,0.208,12.64330869,2.197224577,3.951243719,4.094344562,31.10383482,0.536648673,0.13559322,SAL,D56
SAL16,L02,995,1588,277,165,161,105377.6999,233,44,277,17.44332494,10.39042821,10.13853904,62.65743073,0.174433249,0.103904282,0.10138539,0.626574307,1.99,3.176,0.554,0.33,0.322,32.94018443,3.80666249,5.455321115,5.627621114,24.72853599,0.676424801,0.158844765,SAL,D56
SAL16,L03,2173,2441,41,172,59,165088.065,381,50,431,1.679639492,7.046292503,2.417042196,89.02089308,0.016796395,0.070462925,0.024170422,0.890208931,4.346,4.882,0.082,0.344,0.118,23.17151978,3.931825633,5.945420609,6.068425588,16.44068532,0.647915275,0.116009281,SAL,D56
SAL16,L04,771,969,34,86,78,66821.83559,109,19,128,3.50877193,8.875128999,8.049535604,79.56656347,0.035087719,0.08875129,0.080495356,0.795665635,1.542,1.938,0.068,0.172,0.156,23.02572405,2.995732274,4.700480366,4.859812404,31.9636586,0.616429612,0.1484375,SAL,D56
SAL16,L05,3671,4923,199,576,477,383169.8286,993,237,1230,4.04225066,11.70018282,9.689213894,74.56835263,0.040422507,0.117001828,0.096892139,0.745683526,7.342,9.846,0.398,1.152,0.954,59.63131316,5.472270674,6.901737207,7.115582126,11.46013547,0.769054531,0.192682927,SAL,D56
SAL16,L06,831,968,51,35,55,70834.84389,172,26,198,5.268595041,3.615702479,5.681818182,85.84710744,0.05268595,0.036157025,0.056818182,0.858471074,1.662,1.936,0.102,0.07,0.11,30.91966173,3.295836866,5.153291594,5.293304825,34.97297174,0.62264256,0.131313131,SAL,D56
SAL09,L01,729,885,21,65,70,65148.50644,18,7,25,2.372881356,7.344632768,7.90960452,82.37288136,0.023728814,0.073446328,0.079096045,0.823728814,1.458,1.77,0.042,0.13,0.14,10.98556183,2.079441542,2.944438979,3.258096538,25.99949036,0.638238161,0.28,SAL,D56
SAL09,L02,4494,5264,144,308,320,352156.4301,172,90,262,2.73556231,5.85106383,6.079027356,85.37234043,0.027355623,0.058510638,0.060790274,0.853723404,8.988,10.528,0.288,0.616,0.64,26.04350746,4.510859507,5.153291594,5.572154032,9.265776411,0.809536039,0.34351145,SAL,D56
SAL09,L03,2353,2915,150,212,204,228411.25,42,44,86,5.145797599,7.272727273,6.998284734,80.72041166,0.051457976,0.072727273,0.069982847,0.807204117,4.706,5.83,0.3,0.424,0.408,30.90745732,3.80666249,3.761200116,4.465908119,15.50562072,0.852382626,0.511627907,SAL,D56
SAL09,L04,2698,3065,96,162,110,210534.8916,154,59,213,3.132137031,5.28548124,3.588907015,88.02610114,0.03132137,0.052854812,0.03588907,0.880261011,5.396,6.13,0.192,0.324,0.22,26.62443592,4.094344562,5.043425117,5.365976015,14.21271539,0.763019542,0.276995305,SAL,D56
SAL09,L05,2631,3670,206,476,373,238261.4883,99,19,118,5.613079019,12.97002725,10.16348774,71.6893733,0.05613079,0.129700272,0.101634877,0.716893733,5.262,7.34,0.412,0.952,0.746,6.170698814,2.995732274,4.605170186,4.779123493,8.471094029,0.626837176,0.161016949,SAL,D56
SAL09,L06,707,755,27,10,11,57075.74225,100,32,132,3.57615894,1.324503311,1.456953642,93.64238411,0.035761589,0.013245033,0.014569536,0.936423841,1.414,1.51,0.054,0.02,0.022,55.94701987,3.496507561,4.615120517,4.890349128,49.07319549,0.714981174,0.242424242,SAL,D56
SAL09,L07,2621,2948,79,137,112,221462.9422,301,73,374,2.679782904,4.647218453,3.799185889,88.90773406,0.026797829,0.046472185,0.037991859,0.889077341,5.242,5.896,0.158,0.274,0.224,30.76808648,4.304065093,5.710427017,5.926926026,15.15347627,0.726188428,0.195187166,SAL,D56
SAL09,L08,864,1105,38,111,103,68183.70586,18,8,26,3.438914027,10.04524887,9.321266968,78.19004525,0.03438914,0.100452489,0.09321267,0.781900452,1.728,2.21,0.076,0.222,0.206,10.45751634,2.197224577,2.944438979,3.295836866,22.25744552,0.666666667,0.307692308,SAL,D56
SAL09,L10,8095,8869,243,289,243,621509.555,281,15,296,2.739880483,3.258540985,2.739880483,91.27297328,0.027398805,0.03258541,0.027398805,0.912729733,16.19,17.738,0.486,0.578,0.486,1.781566326,2.772588722,5.641907071,5.693732139,3.154873142,0.486954541,0.050675676,SAL,D56
SAL09,L11,13346,17793,2716,807,943,1012275.654,2298,1788,4086,15.26442983,4.535491485,5.299837015,75.00702523,0.152644298,0.045354915,0.05299837,0.750070252,26.692,35.586,5.432,1.614,1.886,178.6761861,7.489412084,7.740229525,8.315566484,4.522062383,0.900649655,0.437591777,SAL,D56
SAL09,L12,2054,2424,146,117,107,161265.3758,53,18,71,6.02310231,4.826732673,4.414191419,84.7359736,0.060231023,0.048267327,0.044141914,0.847359736,4.108,4.848,0.292,0.234,0.214,9.947692882,2.944438979,3.988984047,4.276666119,13.02305844,0.688489327,0.253521127,SAL,D56
SAL09,L13,638,669,12,6,15,55160.00167,16,3,19,1.793721973,0.896860987,2.242152466,95.36621824,0.01793722,0.00896861,0.022421525,0.953662182,1.276,1.338,0.024,0.012,0.03,5.325112108,1.386294361,2.833213344,2.995732274,21.91053886,0.462756426,0.157894737,SAL,D56
SAL10,L01,2691,3030,95,157,89,224603.0909,9,11,20,3.135313531,5.181518152,2.937293729,88.81188119,0.031353135,0.051815182,0.029372937,0.888118812,5.382,6.06,0.19,0.314,0.178,8.067473414,2.48490665,2.302585093,3.044522438,10.84353636,0.816189304,0.55,SAL,D56
SAL10,L02,2036,2817,299,268,241,187590.983,33,55,88,10.61412851,9.513667022,8.555200568,72.27547036,0.106141285,0.09513667,0.085552006,0.722754704,4.072,5.634,0.598,0.536,0.482,52.0648444,4.025351691,3.526360525,4.48863637,18.18882716,0.896787211,0.625,SAL,D56
SAL10,L03,2067,2885,332,258,233,172398.3273,1,11,12,11.50779896,8.942807626,8.076256499,71.64644714,0.11507799,0.089428076,0.080762565,0.716464471,4.134,5.77,0.664,0.516,0.466,45.75389948,2.48490665,0.693147181,2.564949357,31.8726075,0.96879365,0.916666667,SAL,D56
SAL10,L04,894,1132,42,111,85,80697.65647,1,3,4,3.71024735,9.80565371,7.508833922,78.97526502,0.037102473,0.098056537,0.075088339,0.78975265,1.788,2.264,0.084,0.222,0.17,10.60070671,1.386294361,0.693147181,1.609437912,28.43529881,0.861353116,0.75,SAL,D56
SAL10,L05,10849,16952,3486,1217,1497,967637.2328,153,144,297,20.56394526,7.179093912,8.830816423,63.99834828,0.205639453,0.071790939,0.088308164,0.639983483,21.698,33.904,6.972,2.434,2.994,16.48946506,4.976733742,5.036952602,5.697093487,3.320541746,0.873556622,0.484848485,SAL,D56
SAL10,L06,7470,11181,1721,947,1092,685535.2708,535,327,862,15.39218317,8.469725427,9.766568285,66.80976657,0.153921832,0.084697254,0.097665683,0.668097666,14.94,22.362,3.442,1.894,2.184,47.12166083,5.793013608,6.284134161,6.760414691,5.573805243,0.856902109,0.379350348,SAL,D56
SAL10,L07,12462,17425,2397,1211,1420,1047428.661,796,345,1141,13.75609756,6.949784792,8.149210904,71.517934,0.137560976,0.069497848,0.081492109,0.71517934,24.924,34.85,4.794,2.422,2.84,28.38042436,5.846438775,6.680854679,7.04053639,3.53583786,0.830396784,0.302366345,SAL,D56
SAL10,L08,627,973,65,158,128,59446.26298,8,4,12,6.68036999,16.23843782,13.15519013,64.43987667,0.0668037,0.162384378,0.131551901,0.644398767,1.254,1.946,0.13,0.316,0.256,6.166495375,1.609437912,2.197224577,2.564949357,19.3092646,0.627473563,0.333333333,SAL,D56
SAL10,L09,1886,2556,122,241,309,188505.5409,82,24,106,4.773082942,9.428794992,12.08920188,73.78716745,0.047730829,0.09428795,0.120892019,0.737871674,3.772,5.112,0.244,0.482,0.618,12.13786786,3.218875825,4.418840608,4.672828834,13.31726097,0.688849504,0.226415094,SAL,D56
SAL10,L10,2192,2807,98,294,224,200556.382,4,6,10,3.49127182,10.47381546,7.980049875,78.09048807,0.034912718,0.104738155,0.079800499,0.780904881,4.384,5.614,0.196,0.588,0.448,5.343783399,1.945910149,1.609437912,2.397895273,10.32847861,0.811507563,0.6,SAL,D56
SAL10,L11,1153,1917,93,317,374,119818.7449,10,8,18,4.851330203,16.53625456,19.5096505,60.14606155,0.048513302,0.165362546,0.195096505,0.601460616,2.306,3.834,0.186,0.634,0.748,7.511737089,2.197224577,2.397895273,2.944438979,14.07423124,0.7462286,0.444444444,SAL,D56
SAL11,L01,2358,3077,338,219,172,192527.2946,1,1,2,10.98472538,7.117322067,5.589860253,76.63308417,0.109847254,0.071173221,0.055898603,0.766330842,4.716,6.154,0.676,0.438,0.344,0.64998375,0.693147181,0.693147181,1.098612289,3.570400678,0.630929754,0.5,SAL,D56
SAL11,L02,420,548,42,48,40,39341.39697,20,31,51,7.664233577,8.759124088,7.299270073,76.64233577,0.076642336,0.087591241,0.072992701,0.766423358,0.84,1.096,0.084,0.096,0.08,144.2518248,3.465735903,3.044522438,3.951243719,82.07852555,0.877125318,0.607843137,SAL,D56
SAL11,L03,638,773,37,60,38,66670.14093,1,3,4,4.786545925,7.761966365,4.915912031,82.53557568,0.047865459,0.077619664,0.04915912,0.825355757,1.276,1.546,0.074,0.12,0.076,15.52393273,1.386294361,0.693147181,1.609437912,41.64134314,0.861353116,0.75,SAL,D56
SAL11,L04,2402,2784,101,98,189,174140.9888,6,5,11,3.627873563,3.520114943,6.788793103,86.27873563,0.036278736,0.035201149,0.067887931,0.862787356,4.804,5.568,0.202,0.196,0.378,3.292624521,1.791759469,1.945910149,2.48490665,8.218598651,0.721057054,0.454545455,SAL,D56
SAL11,L05,915,1613,500,86,120,81454.8165,46,26,72,30.99814011,5.331680099,7.439553627,56.7265964,0.309981401,0.053316801,0.074395536,0.567265964,1.83,3.226,1,0.172,0.24,25.22979056,3.295836866,3.850147602,4.290459441,22.76972374,0.768178073,0.361111111,SAL,D56
